blue_jungle,blue_support,red_jungle,red_support,games,blue_winrate
Naafiri,Nautilus,Jarvan IV,Leona,1,1.0
Naafiri,Nautilus,Jarvan IV,Rakan,1,0.0
Naafiri,Nautilus,Jarvan IV,Seraphine,1,1.0
Naafiri,Nautilus,Lee Sin,Karma,1,1.0
Naafiri,Nautilus,Nocturne,Renata Glasc,1,0.0
Naafiri,Nautilus,Nocturne,Seraphine,1,1.0
Naafiri,Nautilus,Olaf,Braum,1,1.0
Naafiri,Nautilus,Pantheon,Bard,1,1.0
Naafiri,Nautilus,Skarner,Rakan,1,1.0
Naafiri,Nautilus,Taliyah,Elise,1,0.0
Naafiri,Nautilus,Trundle,Karma,1,0.0
Naafiri,Nautilus,Trundle,Nami,1,0.0
Naafiri,Nautilus,Trundle,Seraphine,1,1.0
Naafiri,Nautilus,Wukong,Milio,1,0.0
Naafiri,Nautilus,Xin Zhao,Braum,1,1.0
Naafiri,Nautilus,Xin Zhao,Leona,1,1.0
Naafiri,Nautilus,Xin Zhao,Nami,1,0.0
Naafiri,Nautilus,Xin Zhao,Rakan,1,0.0
Naafiri,Nautilus,Zed,Elise,1,1.0
Naafiri,Neeko,Aatrox,Karma,1,1.0
Naafiri,Neeko,Aatrox,Seraphine,1,0.0
Naafiri,Neeko,Hecarim,Tahm Kench,1,0.0
Naafiri,Neeko,Jarvan IV,Rakan,1,1.0
Naafiri,Neeko,Nocturne,Alistar,1,1.0
Naafiri,Neeko,Nocturne,Nami,1,0.0
Naafiri,Neeko,Pantheon,Alistar,1,1.0
Naafiri,Neeko,Pantheon,Anivia,1,0.0
Naafiri,Neeko,Pantheon,Karma,1,0.0
Naafiri,Neeko,Rengar,Rakan,1,0.0
Naafiri,Neeko,Sejuani,Lulu,1,1.0
Naafiri,Neeko,Skarner,Anivia,1,0.0
Naafiri,Neeko,Trundle,Nautilus,1,0.0
Naafiri,Neeko,Trundle,Rell,1,1.0
Naafiri,Neeko,Vi,Alistar,1,0.0
Naafiri,Neeko,Vi,Camille,1,0.0
Naafiri,Neeko,Vi,Karma,1,1.0
Naafiri,Neeko,Vi,Nami,1,0.0
Naafiri,Neeko,Vi,Rakan,1,1.0
Naafiri,Neeko,Wukong,Karma,1,0.0
Naafiri,Neeko,Wukong,Nautilus,1,0.0
Naafiri,Neeko,Xin Zhao,Karma,1,0.0
Naafiri,Poppy,Vi,Rakan,1,1.0
Naafiri,Pyke,Vi,Shen,1,0.0
Naafiri,Rakan,Fiddlesticks,Seraphine,1,1.0
Naafiri,Rakan,Jarvan IV,Lulu,1,1.0
Naafiri,Rakan,Jarvan IV,Neeko,1,0.0
Naafiri,Rakan,Lee Sin,Alistar,1,0.0
Naafiri,Rakan,Lee Sin,Elise,1,0.0
Naafiri,Rakan,Lee Sin,Rell,1,0.0
Naafiri,Rakan,Maokai,Rell,1,1.0
Naafiri,Rakan,Nocturne,Rell,1,0.0
Naafiri,Rakan,Rek'Sai,Milio,1,1.0
Naafiri,Rakan,Rengar,Neeko,1,0.0
Naafiri,Rakan,Vi,Lulu,1,0.0
Naafiri,Rakan,Wukong,Nami,1,0.0
Naafiri,Rakan,Xin Zhao,Lulu,1,0.0
Naafiri,Rell,Jarvan IV,Leona,1,1.0
Naafiri,Rell,Jarvan IV,Nautilus,1,1.0
Naafiri,Rell,Jarvan IV,Rakan,1,0.0
Naafiri,Rell,Poppy,Karma,1,1.0
Naafiri,Rell,Sejuani,Karma,1,1.0
Naafiri,Rell,Vi,Karma,1,0.0
Naafiri,Rell,Vi,Leona,1,0.0
Naafiri,Rell,Wukong,Alistar,1,1.0
Naafiri,Rell,Wukong,Seraphine,1,0.0
Naafiri,Renata Glasc,Lillia,Camille,1,1.0
Naafiri,Renata Glasc,Nocturne,Leona,1,0.0
Naafiri,Renata Glasc,Xin Zhao,Alistar,1,0.0
Naafiri,Renata Glasc,Xin Zhao,Karma,1,0.0
Naafiri,Senna,Wukong,Rakan,1,1.0
Naafiri,Seraphine,Jarvan IV,Bard,1,1.0
Naafiri,Seraphine,Lee Sin,Neeko,1,1.0
Naafiri,Seraphine,Pantheon,Karma,1,1.0
Naafiri,Seraphine,Qiyana,Nautilus,1,0.0
Naafiri,Seraphine,Skarner,Pyke,1,1.0
Naafiri,Seraphine,Sylas,Nautilus,1,0.0
Naafiri,Seraphine,Vi,Leona,1,0.0
Naafiri,Seraphine,Vi,Shen,1,0.0
Naafiri,Seraphine,Xin Zhao,Karma,1,1.0
Naafiri,Shen,Jarvan IV,Camille,1,0.0
Naafiri,Shen,Maokai,Pyke,1,1.0
Naafiri,Shen,Pantheon,Alistar,1,0.0
Naafiri,Shen,Skarner,Nautilus,1,0.0
Naafiri,Shen,Vi,Bard,1,1.0
Naafiri,Skarner,Ambessa,Seraphine,1,1.0
Naafiri,Skarner,Jarvan IV,Karma,1,0.0
Naafiri,Skarner,Xin Zhao,Bard,1,0.0
Naafiri,Tahm Kench,Pantheon,Nautilus,1,1.0
Naafiri,Tahm Kench,Pantheon,Rakan,1,1.0
Naafiri,Thresh,Vi,Rakan,1,0.0
Naafiri,Yuumi,Vi,Alistar,1,0.0
Naafiri,Yuumi,Vi,Nami,1,1.0
Naafiri,Yuumi,Wukong,Karma,1,0.0
Nasus,Alistar,Aatrox,Poppy,1,1.0
Nasus,Bard,Wukong,Nautilus,1,0.0
Nasus,Karma,Xin Zhao,Neeko,1,1.0
Nasus,Milio,Aatrox,Karma,1,1.0
Nasus,Milio,Malphite,Seraphine,1,0.0
Nasus,Nautilus,Vi,Alistar,1,1.0
Nasus,Nautilus,Wukong,Karma,1,1.0
Nasus,Rakan,Zyra,Renata Glasc,1,1.0
Nasus,Rell,Xin Zhao,Alistar,1,1.0
Nasus,Renata Glasc,Xin Zhao,Nautilus,1,1.0
Nautilus,Milio,Ambessa,Leona,1,1.0
Neeko,Fiddlesticks,Xin Zhao,Bard,1,1.0
Neeko,Rell,Nocturne,Nautilus,1,0.0
Nidalee,Alistar,Zyra,Leona,1,1.0
Nidalee,Bard,Skarner,Rell,1,1.0
Nidalee,Blitzcrank,Xin Zhao,Renata Glasc,1,1.0
Nidalee,Braum,Zaahen,Blitzcrank,1,0.0
Nidalee,Karma,Jarvan IV,Nautilus,1,0.0
Nidalee,Karma,Vi,Rell,1,1.0
Nidalee,Lulu,Trundle,Karma,1,0.0
Nidalee,Nautilus,Ambessa,Alistar,1,1.0
Nidalee,Nautilus,Jarvan IV,Thresh,1,1.0
Nidalee,Nautilus,Vi,Neeko,1,0.0
Nidalee,Nautilus,Xin Zhao,Neeko,1,1.0
Nidalee,Nautilus,Zyra,Rakan,1,1.0
Nidalee,Neeko,Trundle,Nami,1,1.0
Nidalee,Neeko,Vi,Rakan,1,1.0
Nidalee,Neeko,Viego,Bard,1,1.0
Nidalee,Neeko,Wukong,Nautilus,1,1.0
Nidalee,Neeko,Wukong,Rakan,1,1.0
Nidalee,Pyke,Aatrox,Rell,1,0.0
Nidalee,Rell,Naafiri,Neeko,1,0.0
Nidalee,Rell,Viego,Rakan,1,0.0
Nocturne,Alistar,Jarvan IV,Rell,1,0.0
Nocturne,Alistar,Kindred,Neeko,1,1.0
Nocturne,Alistar,Lee Sin,Milio,1,0.0
Nocturne,Alistar,Lee Sin,Nami,1,1.0
Nocturne,Alistar,Maokai,Nami,1,1.0
Nocturne,Alistar,Naafiri,Leona,1,0.0
Nocturne,Alistar,Olaf,Poppy,1,0.0
Nocturne,Alistar,Olaf,Rell,1,1.0
Nocturne,Alistar,Pantheon,Lulu,1,1.0
Nocturne,Alistar,Pantheon,Neeko,1,1.0
Nocturne,Alistar,Pantheon,Rell,1,1.0
Nocturne,Alistar,Skarner,Nautilus,1,0.0
Nocturne,Alistar,Vi,Camille,1,0.0
Nocturne,Alistar,Vi,Thresh,1,1.0
Nocturne,Alistar,Wukong,Anivia,1,1.0
Nocturne,Alistar,Wukong,Nautilus,1,0.0
Nocturne,Alistar,Wukong,Neeko,1,0.0
Nocturne,Alistar,Wukong,Rell,1,1.0
Nocturne,Alistar,Xin Zhao,Rakan,1,1.0
Nocturne,Alistar,Zaahen,Lulu,1,0.0
Nocturne,Alistar,Zaahen,Nautilus,1,0.0
Nocturne,Amumu,Jarvan IV,Nami,1,0.0
Nocturne,Amumu,Qiyana,Bard,1,1.0
Nocturne,Anivia,Kha'Zix,Neeko,1,0.0
Nocturne,Anivia,Xin Zhao,Nautilus,1,1.0
Nocturne,Bard,Aatrox,Neeko,1,1.0
Nocturne,Bard,Darius,Seraphine,1,1.0
Nocturne,Bard,Dr. Mundo,Neeko,1,1.0
Nocturne,Bard,Dr. Mundo,Seraphine,1,0.0
Nocturne,Bard,Jarvan IV,Karma,1,1.0
Nocturne,Bard,Jarvan IV,Seraphine,1,0.0
Nocturne,Bard,Kha'Zix,Karma,1,0.0
Nocturne,Bard,Kha'Zix,Neeko,1,1.0
Nocturne,Bard,Lee Sin,Milio,1,1.0
Nocturne,Bard,Lee Sin,Neeko,1,0.0
Nocturne,Bard,Naafiri,Karma,1,1.0
Nocturne,Bard,Naafiri,Seraphine,1,1.0
Nocturne,Bard,Pantheon,Alistar,1,0.0
Nocturne,Bard,Pantheon,Nami,1,1.0
Nocturne,Bard,Pantheon,Seraphine,1,1.0
Nocturne,Bard,Qiyana,Neeko,1,1.0
Nocturne,Bard,Skarner,Neeko,1,1.0
Nocturne,Bard,Trundle,Rakan,1,0.0
Nocturne,Bard,Vi,Lulu,1,1.0
Nocturne,Bard,Vi,Rakan,1,1.0
Nocturne,Bard,Wukong,Alistar,1,1.0
Nocturne,Bard,Wukong,Karma,1,0.0
Nocturne,Bard,Wukong,Leona,1,1.0
Nocturne,Bard,Xin Zhao,Lulu,1,0.0
Nocturne,Bard,Xin Zhao,Nautilus,1,1.0
Nocturne,Bard,Xin Zhao,Pyke,1,0.0
Nocturne,Blitzcrank,Sejuani,Lulu,1,0.0
Nocturne,Blitzcrank,Wukong,Thresh,1,0.0
Nocturne,Braum,Ivern,Alistar,1,1.0
Nocturne,Braum,Jarvan IV,Alistar,1,0.0
Nocturne,Braum,Naafiri,Nautilus,1,0.0
Nocturne,Braum,Pantheon,Leona,1,0.0
Nocturne,Camille,Jarvan IV,Leona,1,1.0
Nocturne,Camille,Lee Sin,Leona,1,0.0
Nocturne,Camille,Vi,Leona,1,1.0
Nocturne,Elise,Skarner,Nami,1,0.0
Nocturne,Karma,Aatrox,Milio,1,0.0
Nocturne,Karma,Darius,Bard,1,0.0
Nocturne,Karma,Jarvan IV,Nami,1,0.0
Nocturne,Karma,Jarvan IV,Nautilus,1,0.0
Nocturne,Karma,Pantheon,Lulu,1,1.0
Nocturne,Karma,Pantheon,Rakan,1,0.0
Nocturne,Karma,Rek'Sai,Seraphine,1,1.0
Nocturne,Karma,Skarner,Bard,1,1.0
Nocturne,Karma,Trundle,Blitzcrank,1,1.0
Nocturne,Karma,Vi,Bard,1,0.0
Nocturne,Karma,Vi,Nami,1,1.0
Nocturne,Karma,Vi,Neeko,1,0.0
Nocturne,Karma,Wukong,Nautilus,1,0.0
Nocturne,Leona,Jarvan IV,Lulu,1,1.0
Nocturne,Leona,Jarvan IV,Nautilus,1,1.0
Nocturne,Leona,Jarvan IV,Seraphine,1,0.0
Nocturne,Leona,Pantheon,Bard,1,0.0
Nocturne,Leona,Pantheon,Karma,1,0.0
Nocturne,Leona,Sejuani,Alistar,1,0.0
Nocturne,Leona,Viego,Rell,1,1.0
Nocturne,Leona,Wukong,Alistar,1,1.0
Nocturne,Leona,Wukong,Bard,1,1.0
Nocturne,Leona,Xin Zhao,Nami,1,0.0
Nocturne,Leona,Xin Zhao,Neeko,1,1.0
Nocturne,Leona,Xin Zhao,Renata Glasc,1,1.0
Nocturne,Lulu,Aatrox,Seraphine,1,1.0
Nocturne,Lulu,Dr. Mundo,Neeko,1,1.0
Nocturne,Lulu,Jarvan IV,Blitzcrank,1,0.0
Nocturne,Lulu,Jarvan IV,Milio,1,1.0
Nocturne,Lulu,Jarvan IV,Nami,1,1.0
Nocturne,Lulu,Jarvan IV,Neeko,1,0.0
Nocturne,Lulu,Jarvan IV,Seraphine,1,1.0
Nocturne,Lulu,Naafiri,Anivia,1,1.0
Nocturne,Lulu,Pantheon,Bard,1,1.0
Nocturne,Lulu,Pantheon,Renata Glasc,1,1.0
Nocturne,Lulu,Sejuani,Neeko,1,1.0
Nocturne,Lulu,Shyvana,Rakan,1,1.0
Nocturne,Lulu,Vi,Bard,1,1.0
Nocturne,Lulu,Vi,Thresh,1,1.0
Nocturne,Lulu,Viego,Leona,1,1.0
Nocturne,Lulu,Wukong,Milio,1,0.0
Nocturne,Lulu,Wukong,Nami,1,0.0
Nocturne,Lulu,Wukong,Neeko,1,0.0
Nocturne,Lulu,Wukong,Yuumi,1,1.0
Nocturne,Lulu,Xin Zhao,Karma,1,0.0
Nocturne,Lulu,Xin Zhao,Nami,1,0.0
Nocturne,Lulu,Zaahen,Alistar,1,0.0
Nocturne,Lux,Pantheon,Rakan,1,0.0
Nocturne,Lux,Rek'Sai,Neeko,1,1.0
Nocturne,Lux,Wukong,Neeko,1,1.0
Nocturne,Milio,Ambessa,Nautilus,1,0.0
Nocturne,Milio,Dr. Mundo,Soraka,1,1.0
Nocturne,Milio,Jarvan IV,Lulu,1,0.0
Nocturne,Milio,Jarvan IV,Nami,1,0.0
Nocturne,Milio,Jarvan IV,Neeko,1,0.0
Nocturne,Milio,Naafiri,Nautilus,1,1.0
Nocturne,Milio,Naafiri,Rakan,1,0.0
Nocturne,Milio,Pantheon,Bard,1,0.0
Nocturne,Milio,Pantheon,Nami,1,1.0
Nocturne,Milio,Qiyana,Neeko,1,1.0
Nocturne,Milio,Rek'Sai,Rell,1,1.0
Nocturne,Milio,Vi,Bard,1,0.0
Nocturne,Milio,Vi,Nautilus,1,0.0
Nocturne,Milio,Vi,Neeko,1,0.0
Nocturne,Milio,Vi,Yuumi,1,1.0
Nocturne,Milio,Xin Zhao,Bard,1,1.0
Nocturne,Milio,Xin Zhao,Rell,1,1.0
Nocturne,Morgana,Vi,Seraphine,1,1.0
Nocturne,Nami,Aatrox,Lulu,1,1.0
Nocturne,Nami,Jarvan IV,Alistar,1,0.0
Nocturne,Nami,Jarvan IV,Lulu,1,0.0
Nocturne,Nami,Jarvan IV,Neeko,1,0.0
Nocturne,Nami,Pantheon,Bard,1,1.0
Nocturne,Nami,Pantheon,Lulu,1,1.0
Nocturne,Nami,Pantheon,Milio,1,0.0
Nocturne,Nami,Pantheon,Nautilus,1,1.0
Nocturne,Nami,Vi,Milio,1,0.0
Nocturne,Nami,Vi,Nautilus,1,0.0
Nocturne,Nami,Wukong,Lulu,1,1.0
Nocturne,Nami,Xin Zhao,Karma,1,0.0
Nocturne,Nami,Xin Zhao,Nautilus,1,0.0
Nocturne,Nami,Xin Zhao,Seraphine,1,1.0
Nocturne,Nautilus,Aatrox,Karma,1,1.0
Nocturne,Nautilus,Aatrox,Lulu,1,0.0
Nocturne,Nautilus,Aatrox,Seraphine,1,1.0
Nocturne,Nautilus,Ambessa,Alistar,1,0.0
Nocturne,Nautilus,Jarvan IV,Bard,1,0.0
Nocturne,Nautilus,Jarvan IV,Neeko,1,0.0
Nocturne,Nautilus,Jarvan IV,Rakan,1,0.0
Nocturne,Nautilus,Lee Sin,Anivia,1,0.0
Nocturne,Nautilus,Naafiri,Rell,1,0.0
Nocturne,Nautilus,Pantheon,Karma,1,0.0
Nocturne,Nautilus,Pantheon,Nami,1,0.0
Nocturne,Nautilus,Pantheon,Rakan,1,1.0
Nocturne,Nautilus,Sejuani,Pantheon,1,0.0
Nocturne,Nautilus,Skarner,Braum,1,1.0
Nocturne,Nautilus,Skarner,Karma,1,1.0
Nocturne,Nautilus,Skarner,Lulu,1,1.0
Nocturne,Nautilus,Trundle,Bard,1,1.0
Nocturne,Nautilus,Trundle,Nami,1,0.0
Nocturne,Nautilus,Trundle,Neeko,1,0.0
Nocturne,Nautilus,Trundle,Seraphine,1,0.0
Nocturne,Nautilus,Vi,Alistar,1,1.0
Nocturne,Nautilus,Vi,Lulu,1,0.0
Nocturne,Nautilus,Xin Zhao,Rell,1,1.0
Nocturne,Neeko,Ambessa,Bard,1,1.0
Nocturne,Neeko,Ambessa,Nautilus,1,1.0
Nocturne,Neeko,Dr. Mundo,Bard,1,0.0
Nocturne,Neeko,Dr. Mundo,Karma,1,0.0
Nocturne,Neeko,Gwen,Seraphine,1,1.0
Nocturne,Neeko,Ivern,Leona,1,1.0
Nocturne,Neeko,Jarvan IV,Alistar,1,0.0
Nocturne,Neeko,Jarvan IV,Karma,1,0.0
Nocturne,Neeko,Jarvan IV,Lulu,1,1.0
Nocturne,Neeko,Jarvan IV,Nami,1,1.0
Nocturne,Neeko,Jarvan IV,Rakan,1,0.0
Nocturne,Neeko,Kayn,Karma,1,1.0
Nocturne,Neeko,Lee Sin,Alistar,1,0.0
Nocturne,Neeko,Lee Sin,Milio,1,0.0
Nocturne,Neeko,Lee Sin,Seraphine,1,1.0
Nocturne,Neeko,Naafiri,Leona,1,1.0
Nocturne,Neeko,Pantheon,Elise,1,1.0
Nocturne,Neeko,Pantheon,Yuumi,1,1.0
Nocturne,Neeko,Shyvana,Nautilus,1,0.0
Nocturne,Neeko,Skarner,Lulu,1,0.0
Nocturne,Neeko,Trundle,Braum,1,1.0
Nocturne,Neeko,Vi,Lulu,1,0.0
Nocturne,Neeko,Vi,Milio,1,1.0
Nocturne,Neeko,Vi,Rakan,1,0.0
Nocturne,Neeko,Wukong,Karma,1,1.0
Nocturne,Neeko,Wukong,Lulu,1,1.0
Nocturne,Neeko,Wukong,Nami,1,1.0
Nocturne,Neeko,Wukong,Nautilus,1,1.0
Nocturne,Neeko,Wukong,Rell,1,1.0
Nocturne,Neeko,Xin Zhao,Karma,1,1.0
Nocturne,Neeko,Xin Zhao,Nami,1,0.0
Nocturne,Neeko,Zaahen,Nami,1,0.0
Nocturne,Neeko,Zaahen,Rell,1,1.0
Nocturne,Nidalee,Shen,Nami,1,1.0
Nocturne,Pantheon,Jayce,Nami,1,1.0
Nocturne,Poppy,Vi,Rell,1,0.0
Nocturne,Poppy,Wukong,Leona,1,0.0
Nocturne,Poppy,Zaahen,Rakan,1,0.0
Nocturne,Pyke,Jarvan IV,Renata Glasc,1,0.0
Nocturne,Pyke,Jarvan IV,Seraphine,1,1.0
Nocturne,Pyke,Kha'Zix,Seraphine,1,1.0
Nocturne,Pyke,Naafiri,Seraphine,1,1.0
Nocturne,Pyke,Pantheon,Bard,1,1.0
Nocturne,Pyke,Skarner,Neeko,1,1.0
Nocturne,Pyke,Vi,Neeko,1,1.0
Nocturne,Rakan,Aatrox,Nami,1,0.0
Nocturne,Rakan,Ambessa,Zyra,1,1.0
Nocturne,Rakan,Jarvan IV,Alistar,1,0.0
Nocturne,Rakan,Jarvan IV,Bard,1,1.0
Nocturne,Rakan,Jarvan IV,Leona,1,1.0
Nocturne,Rakan,Jarvan IV,Nami,1,1.0
Nocturne,Rakan,Jax,Renata Glasc,1,1.0
Nocturne,Rakan,Lee Sin,Alistar,1,0.0
Nocturne,Rakan,Lee Sin,Rell,1,0.0
Nocturne,Rakan,Malphite,Neeko,1,0.0
Nocturne,Rakan,Maokai,Nami,1,1.0
Nocturne,Rakan,Nidalee,Janna,1,0.0
Nocturne,Rakan,Pantheon,Bard,1,1.0
Nocturne,Rakan,Pantheon,Leona,1,1.0
Nocturne,Rakan,Pantheon,Lulu,1,1.0
Nocturne,Rakan,Trundle,Shen,1,0.0
Nocturne,Rakan,Vi,Alistar,1,1.0
Nocturne,Rakan,Vi,Bard,1,1.0
Nocturne,Rakan,Vi,Nami,1,1.0
Nocturne,Rakan,Vi,Renata Glasc,1,1.0
Nocturne,Rakan,Wukong,Alistar,1,1.0
Nocturne,Rakan,Xin Zhao,Alistar,1,1.0
Nocturne,Rakan,Xin Zhao,Lulu,1,1.0
Nocturne,Rell,Aatrox,Thresh,1,1.0
Nocturne,Rell,Amumu,Braum,1,1.0
Nocturne,Rell,Brand,Nautilus,1,1.0
Nocturne,Rell,Lee Sin,Nautilus,1,1.0
Nocturne,Rell,Naafiri,Bard,1,1.0
Nocturne,Rell,Naafiri,Elise,1,1.0
Nocturne,Rell,Naafiri,Lulu,1,0.0
Nocturne,Rell,Naafiri,Rakan,1,0.0
Nocturne,Rell,Pantheon,Bard,1,1.0
Nocturne,Rell,Pantheon,Nami,1,1.0
Nocturne,Rell,Pantheon,Pyke,1,1.0
Nocturne,Rell,Qiyana,Nautilus,1,1.0
Nocturne,Rell,Shyvana,Camille,1,0.0
Nocturne,Rell,Skarner,Braum,1,1.0
Nocturne,Rell,Skarner,Nautilus,1,1.0
Nocturne,Rell,Vi,Renata Glasc,1,0.0
Nocturne,Rell,Wukong,Alistar,1,0.0
Nocturne,Rell,Wukong,Camille,1,1.0
Nocturne,Rell,Wukong,Rakan,1,0.0
Nocturne,Rell,Wukong,Senna,1,0.0
Nocturne,Rell,Xin Zhao,Alistar,1,1.0
Nocturne,Rell,Xin Zhao,Camille,1,0.0
Nocturne,Rell,Xin Zhao,Neeko,1,1.0
Nocturne,Rell,Xin Zhao,Seraphine,1,1.0
Nocturne,Rell,Zaahen,Nautilus,1,0.0
Nocturne,Renata Glasc,Pantheon,Nautilus,1,0.0
Nocturne,Renata Glasc,Pantheon,Neeko,1,0.0
Nocturne,Renata Glasc,Vi,Alistar,1,0.0
Nocturne,Renata Glasc,Vi,Nautilus,1,0.0
Nocturne,Senna,Xin Zhao,Nautilus,1,0.0
Nocturne,Seraphine,Dr. Mundo,Alistar,1,0.0
Nocturne,Seraphine,Dr. Mundo,Karma,1,1.0
Nocturne,Seraphine,Jarvan IV,Nautilus,1,1.0
Nocturne,Seraphine,Jarvan IV,Rakan,1,1.0
Nocturne,Seraphine,Malphite,Nami,1,0.0
Nocturne,Seraphine,Naafiri,Karma,1,1.0
Nocturne,Seraphine,Olaf,Yuumi,1,1.0
Nocturne,Seraphine,Pantheon,Rell,1,0.0
Nocturne,Seraphine,Skarner,Milio,1,0.0
Nocturne,Seraphine,Sylas,Bard,1,0.0
Nocturne,Seraphine,Vi,Rell,1,1.0
Nocturne,Seraphine,Wukong,Bard,1,0.0
Nocturne,Seraphine,Wukong,Karma,1,1.0
Nocturne,Seraphine,Wukong,Rakan,1,0.0
Nocturne,Seraphine,Wukong,Yuumi,1,1.0
Nocturne,Seraphine,Xin Zhao,Anivia,1,1.0
Nocturne,Seraphine,Xin Zhao,Lulu,1,1.0
Nocturne,Seraphine,Xin Zhao,Nami,1,0.0
Nocturne,Seraphine,Xin Zhao,Vel'Koz,1,1.0
Nocturne,Shen,Pantheon,Rakan,1,1.0
Nocturne,Soraka,Xin Zhao,Neeko,1,0.0
Nocturne,Thresh,Aatrox,Karma,1,0.0
Nocturne,Thresh,Jarvan IV,Leona,1,1.0
Nocturne,Thresh,Xin Zhao,Bard,1,1.0
Nocturne,Yuumi,Olaf,Rakan,1,1.0
Nocturne,Yuumi,Pantheon,Milio,1,1.0
Nocturne,Yuumi,Skarner,Lulu,1,1.0
Nocturne,Yuumi,Vi,Milio,1,1.0
Nocturne,Yuumi,Wukong,Milio,1,0.0
Nunu & Willump,Karma,Xin Zhao,Seraphine,1,0.0
Nunu & Willump,Lulu,Pantheon,Neeko,1,0.0
Nunu & Willump,Nami,Naafiri,Lulu,1,1.0
Nunu & Willump,Neeko,Dr. Mundo,Karma,1,0.0
Olaf,Alistar,Ornn,Taric,1,1.0
Olaf,Alistar,Sejuani,Taric,1,1.0
Olaf,Bard,Lee Sin,Alistar,1,1.0
Olaf,Bard,Xin Zhao,Seraphine,1,1.0
Olaf,Camille,Wukong,Rell,1,1.0
Olaf,Elise,Pantheon,Bard,1,1.0
Olaf,Karma,Kha'Zix,Alistar,1,1.0
Olaf,Karma,Lee Sin,Seraphine,1,1.0
Olaf,Karma,Lee Sin,Soraka,1,0.0
Olaf,Karma,Xin Zhao,Neeko,1,1.0
Olaf,Karma,Xin Zhao,Seraphine,1,1.0
Olaf,Lulu,Xin Zhao,Seraphine,1,1.0
Olaf,Milio,Dr. Mundo,Nami,1,0.0
Olaf,Milio,Naafiri,Neeko,1,0.0
Olaf,Milio,Vi,Seraphine,1,1.0
Olaf,Milio,Wukong,Lulu,1,0.0
Olaf,Nautilus,Jayce,Rell,1,1.0
Olaf,Nautilus,Nocturne,Rakan,1,0.0
Olaf,Nautilus,Qiyana,Alistar,1,1.0
Olaf,Nautilus,Wukong,Braum,1,1.0
Olaf,Nautilus,Xin Zhao,Leona,1,0.0
Olaf,Nautilus,Xin Zhao,Rell,1,1.0
Olaf,Nautilus,Xin Zhao,Seraphine,1,0.0
Olaf,Nautilus,Zaahen,Thresh,1,1.0
Olaf,Neeko,Lee Sin,Nautilus,1,1.0
Olaf,Neeko,Zaahen,Leona,1,1.0
Olaf,Pyke,Xin Zhao,Seraphine,1,1.0
Olaf,Rakan,Skarner,Leona,1,1.0
Olaf,Rell,Ambessa,Karma,1,0.0
Olaf,Rell,Xin Zhao,Karma,1,0.0
Olaf,Seraphine,Nocturne,Lulu,1,0.0
Olaf,Seraphine,Skarner,Rakan,1,1.0
Olaf,Seraphine,Trundle,Bard,1,0.0
Olaf,Seraphine,Vi,Nautilus,1,0.0
Olaf,Seraphine,Vi,Vel'Koz,1,0.0
Ornn,Karma,Dr. Mundo,Nami,1,1.0
Ornn,Nami,Naafiri,Rakan,1,0.0
Pantheon,Alistar,Aatrox,Bard,1,0.0
Pantheon,Alistar,Aatrox,Nautilus,1,1.0
Pantheon,Alistar,Aatrox,Neeko,1,0.0
Pantheon,Alistar,Dr. Mundo,Karma,1,0.0
Pantheon,Alistar,Dr. Mundo,Neeko,1,1.0
Pantheon,Alistar,Jarvan IV,Rakan,1,1.0
Pantheon,Alistar,Lee Sin,Milio,1,1.0
Pantheon,Alistar,Lee Sin,Neeko,1,0.0
Pantheon,Alistar,Lee Sin,Poppy,1,0.0
Pantheon,Alistar,Malphite,Lulu,1,0.0
Pantheon,Alistar,Maokai,Neeko,1,1.0
Pantheon,Alistar,Maokai,Poppy,1,1.0
Pantheon,Alistar,Naafiri,Karma,1,1.0
Pantheon,Alistar,Naafiri,Nautilus,1,1.0
Pantheon,Alistar,Nocturne,Leona,1,1.0
Pantheon,Alistar,Nocturne,Nautilus,1,1.0
Pantheon,Alistar,Olaf,Rakan,1,0.0
Pantheon,Alistar,Sejuani,Rell,1,1.0
Pantheon,Alistar,Skarner,Neeko,1,1.0
Pantheon,Alistar,Vi,Nautilus,1,0.0
Pantheon,Alistar,Viego,Poppy,1,0.0
Pantheon,Alistar,Wukong,Braum,1,1.0
Pantheon,Alistar,Wukong,Galio,1,1.0
Pantheon,Alistar,Wukong,Nautilus,1,1.0
Pantheon,Alistar,Xin Zhao,Rakan,1,0.0
Pantheon,Amumu,Lee Sin,Nami,1,0.0
Pantheon,Amumu,Nocturne,Neeko,1,1.0
Pantheon,Anivia,Skarner,Bard,1,0.0
Pantheon,Anivia,Wukong,Rakan,1,1.0
Pantheon,Bard,Aatrox,Neeko,1,1.0
Pantheon,Bard,Ambessa,Anivia,1,1.0
Pantheon,Bard,Dr. Mundo,Nami,1,1.0
Pantheon,Bard,Hecarim,Rell,1,0.0
Pantheon,Bard,Ivern,Alistar,1,0.0
Pantheon,Bard,Jarvan IV,Anivia,1,0.0
Pantheon,Bard,Jarvan IV,Elise,1,0.0
Pantheon,Bard,Jarvan IV,Galio,1,1.0
Pantheon,Bard,Jarvan IV,Karma,1,0.0
Pantheon,Bard,Jarvan IV,Leona,1,1.0
Pantheon,Bard,Jarvan IV,Neeko,1,0.0
Pantheon,Bard,Jarvan IV,Rakan,1,1.0
Pantheon,Bard,Jarvan IV,Rell,1,1.0
